away_team,away_team_errors,away_team_hits,away_team_runs,date,game_duration,game_type,home_team,home_team_errors,home_team_hits,home_team_runs,start_time,venue,attendance
Baltimore Orioles,0,9,7,0,176.0,"Day Game, on turf",Tampa Bay Rays,1,2,3,13, Tropicana Field,12256
Texas Rangers,0,7,6,0,231.2,"Day Game, on grass",Seattle Mariners,0,14,14,13, Safeco Field,23618
Boston Red Sox,0,7,1,0,181.6,"Day Game, on grass",San Diego Padres,0,6,2,13, Petco Park,40446
St. Louis Cardinals,0,14,12,0,220.0,"Day Game, on grass",Pittsburgh Pirates,2,12,6,16, PNC Park,26297
Los Angeles Angels of Anaheim,0,14,10,0,250.4,"Day Game, on grass",Oakland Athletics,2,11,7,13, Oakland-Alameda County Coliseum,18149
Toronto Blue Jays,0,8,3,0,198.4,"Day Game, on grass",New York Yankees,0,8,5,13, Yankee Stadium III,42141
Kansas City Royals,0,16,11,0,218.4,"Day Game, on grass",Minnesota Twins,1,12,5,13, Target Field,20992
Chicago Cubs,0,10,7,0,201.6,"Day Game, on grass",Milwaukee Brewers,2,6,2,12, Miller Park,43662
Philadelphia Phillies,0,8,6,0,206.4,"Day Game, on grass",Miami Marlins,3,6,2,13, Marlins Park,20849
Arizona Diamondbacks,0,4,2,0,199.20000000000002,"Night Game, on grass",Los Angeles Dodgers,0,11,10,17, Dodger Stadium,41820
San Francisco Giants,0,2,0,0,158.4,"Day Game, on grass",Colorado Rockies,0,6,6,14, Coors Field,26574
New York Mets,0,10,5,0,188.0,"Day Game, on grass",Cincinnati Reds,0,8,0,13, Great American Ball Park,18169
Detroit Tigers,0,9,5,0,269.6,"Day Game, on grass",Chicago White Sox,1,10,3,15, U.S. Cellular Field,18653
Houston Astros,0,11,7,6,215.20000000000002,"Day Game, on grass",Texas Rangers,1,11,6,14, Globe Life Park in Arlington,46025
Toronto Blue Jays,0,10,5,6,208.8,"Day Game, on turf",Tampa Bay Rays,0,8,3,13, Tropicana Field,13884
Los Angeles Angels of Anaheim,0,10,4,6,180.0,"Day Game, on grass",Seattle Mariners,0,8,2,13, Safeco Field,24033
Milwaukee Brewers,0,11,10,6,196.0,"Day Game, on grass",Pittsburgh Pirates,2,6,0,13, PNC Park,25318
Atlanta Braves,0,8,2,6,202.4,"Day Game, on grass",Philadelphia Phillies,0,5,0,13, Citizens Bank Park,21322
Boston Red Sox,2,6,0,6,182.4,"Day Game, on grass",Oakland Athletics,1,2,1,13, Oakland-Alameda County Coliseum,25139
Washington Nationals,0,9,1,6,214.39999999999998,"Night Game, on grass",New York Mets,0,9,5,20, Citi Field,30257
Chicago White Sox,0,16,13,6,313.6,"Day Game, on grass",Minnesota Twins,3,18,11,13, Target Field,22595
San Diego Padres,0,7,4,6,194.39999999999998,"Day Game, on grass",Los Angeles Dodgers,1,9,7,13, Dodger Stadium,46441
Detroit Tigers,0,13,6,6,210.4,"Day Game, on grass",Kansas City Royals,0,7,5,13, Kauffman Stadium,34616
Arizona Diamondbacks,1,10,8,6,212.0,"Day Game, on grass",Colorado Rockies,0,11,5,14, Coors Field,31981
Miami Marlins,0,11,5,6,248.8,"Day Game, on grass",Cleveland Indians,2,10,6,16, Progressive Field,25910
St. Louis Cardinals,0,5,5,6,209.6,"Day Game, on grass",Cincinnati Reds,2,11,2,13, Great American Ball Park,26985
San Francisco Giants,0,4,2,6,276.8,"Day Game, on grass",Chicago Cubs,1,10,3,13, Wrigley Field,41293
New York Yankees,0,7,5,6,207.2,"Day Game, on grass",Baltimore Orioles,1,6,2,13, Oriole Park at Camden Yards,31161
Houston Astros,0,11,4,5,223.2,"Day Game, on grass",Texas Rangers,0,16,12,15, Globe Life Park in Arlington,35538
Toronto Blue Jays,0,6,5,5,189.6,"Night Game, on turf",Tampa Bay Rays,0,13,7,18, Tropicana Field,14353
Los Angeles Angels of Anaheim,0,15,10,5,206.4,"Night Game, on grass",Seattle Mariners,1,9,3,18, Safeco Field,20357
Milwaukee Brewers,1,14,7,5,252.0,"Night Game, on grass",Pittsburgh Pirates,0,9,4,19, PNC Park,26637
Atlanta Braves,1,9,6,5,223.2,"Night Game, on grass",Philadelphia Phillies,2,6,4,19, Citizens Bank Park,19453
Boston Red Sox,0,17,11,5,180.0,"Night Game, on grass",Oakland Athletics,2,5,2,18, Oakland-Alameda County Coliseum,30045
Washington Nationals,0,7,1,5,200.79999999999998,"Night Game, on grass",New York Mets,1,6,3,19, Citi Field,36118
Chicago White Sox,1,4,3,5,199.20000000000002,"Night Game, on grass",Minnesota Twins,0,12,11,18, Target Field,22274
San Diego Padres,0,4,1,5,176.0,"Night Game, on grass",Los Angeles Dodgers,0,9,5,18, Dodger Stadium,47590
Detroit Tigers,0,9,2,5,202.4,"Night Game, on grass",Kansas City Royals,0,9,5,18, Kauffman Stadium,39757
Arizona Diamondbacks,1,14,9,5,197.6,"Night Game, on grass",Colorado Rockies,0,10,4,18, Coors Field,30280
Miami Marlins,3,4,3,5,180.79999999999998,"Night Game, on grass",Cleveland Indians,0,12,8,19, Progressive Field,27483
St. Louis Cardinals,1,5,1,5,196.0,"Day Game, on grass",Cincinnati Reds,1,12,9,16, Great American Ball Park,31118
San Francisco Giants,1,4,3,5,200.79999999999998,"Day Game, on grass",Chicago Cubs,1,7,2,13, Wrigley Field,41250
New York Yankees,1,4,0,5,183.2,"Night Game, on grass",Baltimore Orioles,0,8,2,19, Oriole Park at Camden Yards,30855
Houston Astros,1,7,8,4,204.0,"Night Game, on grass",Texas Rangers,1,13,10,19, Globe Life Park in Arlington,35102
San Francisco Giants,0,3,1,4,179.20000000000002,"Day Game, on grass",Chicago Cubs,0,5,2,13, Wrigley Field,40818
New York Yankees,0,2,0,4,203.2,"Night Game, on grass",Baltimore Orioles,0,10,8,19, Oriole Park at Camden Yards,24226
Miami Marlins,1,10,6,3,220.0,"Night Game, on grass",New York Mets,0,9,4,19, Citi Field,29330
Chicago White Sox,0,15,5,3,200.79999999999998,"Night Game, on grass",Minnesota Twins,0,9,8,19, Target Field,20329
San Francisco Giants,0,3,4,3,206.4,"Night Game, on grass",Chicago Cubs,1,8,5,19, Wrigley Field,38536
San Diego Padres,0,8,6,3,196.8,"Day Game, on grass",Atlanta Braves,0,11,9,12, Turner Field,22253
Seattle Mariners,0,8,1,2,181.6,"Day Game, on grass",Texas Rangers,1,12,14,13, Globe Life Park in Arlington,21309
Arizona Diamondbacks,0,9,2,2,232.8,"Day Game, on grass",San Francisco Giants,0,9,4,12, AT&T Park,41447
Washington Nationals,0,6,2,2,200.0,"Night Game, on grass",Philadelphia Phillies,1,2,1,19, Citizens Bank Park,16503
Miami Marlins,0,7,2,2,193.6,"Night Game, on grass",New York Mets,3,9,5,19, Citi Field,33471
St. Louis Cardinals,0,3,1,2,172.8,"Night Game, on grass",Milwaukee Brewers,1,4,3,19, Miller Park,17645
New York Yankees,1,11,5,2,270.40000000000003,"Night Game, on grass",Kansas City Royals,2,6,4,19, Kauffman Stadium,22615
Oakland Athletics,0,8,3,2,188.8,"Day Game, on grass",Houston Astros,1,6,4,13, Minute Maid Park,20033
Chicago White Sox,0,4,2,2,193.6,"Day Game, on grass",Detroit Tigers,0,9,3,13, Comerica Park,32465
Los Angeles Dodgers,2,10,10,2,237.6,"Night Game, on grass",Colorado Rockies,1,12,8,18, Coors Field,22683
Los Angeles Dodgers,0,6,0,2,208.0,"Day Game, on grass",Colorado Rockies,0,14,7,13, Coors Field,24790
Minnesota Twins,0,8,4,2,192.0,"Night Game, on grass",Cleveland Indians,0,12,8,19, Progressive Field,11811
Pittsburgh Pirates,0,9,5,2,256.8,"Night Game, on grass",Chicago Cubs,2,8,6,19, Wrigley Field,38137
Tampa Bay Rays,0,12,6,2,196.0,"Day Game, on grass",Boston Red Sox,0,12,8,13, Fenway Park,36786
Toronto Blue Jays,1,9,5,2,199.20000000000002,"Night Game, on grass",Baltimore Orioles,0,8,3,19, Oriole Park at Camden Yards,16161
San Diego Padres,1,5,1,2,215.20000000000002,"Night Game, on grass",Atlanta Braves,0,12,8,19, Turner Field,20899
Cincinnati Reds,0,4,0,2,136.0,"Day Game, on grass",Los Angeles Angels of Anaheim,2,7,3,16, Angel Stadium of Anaheim,34215
Seattle Mariners,3,11,7,1,216.8,"Night Game, on grass",Texas Rangers,1,15,8,19, Globe Life Park in Arlington,26950
Arizona Diamondbacks,1,7,4,1,208.8,"Night Game, on grass",San Francisco Giants,0,8,3,19, AT&T Park,41443
Washington Nationals,0,7,3,1,187.2,"Night Game, on grass",Philadelphia Phillies,0,3,2,19, Citizens Bank Park,16378
Miami Marlins,0,9,4,1,186.4,"Night Game, on grass",New York Mets,0,13,7,19, Citi Field,32634
St. Louis Cardinals,0,7,2,1,192.8,"Night Game, on grass",Milwaukee Brewers,0,5,1,19, Miller Park,22918
New York Yankees,2,14,5,1,251.20000000000002,"Night Game, on grass",Kansas City Royals,0,7,4,19, Kauffman Stadium,22895
Oakland Athletics,1,5,1,1,164.79999999999998,"Night Game, on grass",Houston Astros,1,5,3,19, Minute Maid Park,23114
Chicago White Sox,2,9,4,1,200.79999999999998,"Night Game, on grass",Detroit Tigers,0,11,8,19, Comerica Park,27121
Minnesota Twins,0,10,4,1,196.0,"Night Game, on grass",Cleveland Indians,1,9,5,19, Progressive Field,11937
Pittsburgh Pirates,0,4,0,1,177.6,"Night Game, on grass",Chicago Cubs,0,5,3,19, Wrigley Field,38174
Tampa Bay Rays,0,8,4,1,197.6,"Night Game, on grass",Boston Red Sox,0,6,3,19, Fenway Park,37083
Toronto Blue Jays,0,7,3,1,174.39999999999998,"Night Game, on grass",Baltimore Orioles,1,7,5,19, Oriole Park at Camden Yards,16083
San Diego Padres,0,7,3,1,208.0,"Night Game, on grass",Atlanta Braves,0,12,7,19, Turner Field,20309
Cincinnati Reds,0,11,2,1,209.6,"Night Game, on grass",Los Angeles Angels of Anaheim,0,10,4,19, Angel Stadium of Anaheim,33042
Seattle Mariners,1,7,3,0,208.8,"Night Game, on grass",Texas Rangers,0,8,6,19, Globe Life Park in Arlington,22972
Washington Nationals,0,9,4,0,212.8,"Night Game, on grass",Philadelphia Phillies,1,4,0,19, Citizens Bank Park,16056
Miami Marlins,0,5,1,0,228.0,"Night Game, on grass",New York Mets,0,7,2,19, Citi Field,32188
St. Louis Cardinals,1,11,6,0,218.4,"Night Game, on grass",Milwaukee Brewers,2,8,5,18, Miller Park,18663
New York Yankees,0,9,5,0,207.2,"Night Game, on grass",Kansas City Royals,1,11,8,19, Kauffman Stadium,22859
Oakland Athletics,2,4,0,0,192.0,"Night Game, on grass",Houston Astros,0,8,6,19, Minute Maid Park,18613
Chicago White Sox,1,9,3,0,212.0,"Night Game, on grass",Detroit Tigers,0,7,4,19, Comerica Park,27201
Los Angeles Dodgers,0,5,1,0,237.6,"Night Game, on grass",Colorado Rockies,1,12,8,18, Coors Field,24308
Minnesota Twins,1,9,0,0,210.4,"Night Game, on grass",Cleveland Indians,0,8,1,19, Progressive Field,11327
Pittsburgh Pirates,1,13,7,0,304.8,"Night Game, on grass",Chicago Cubs,2,17,8,19, Wrigley Field,38951
Tampa Bay Rays,0,9,4,0,197.6,"Night Game, on grass",Boston Red Sox,0,14,9,19, Fenway Park,36948
Toronto Blue Jays,0,7,5,0,176.0,"Night Game, on grass",Baltimore Orioles,0,4,1,19, Oriole Park at Camden Yards,15532
Cincinnati Reds,0,8,2,0,201.6,"Night Game, on grass",Los Angeles Angels of Anaheim,0,14,9,19, Angel Stadium of Anaheim,34161
Colorado Rockies,1,10,5,6,203.2,"Day Game, on grass",Washington Nationals,0,6,3,13, Nationals Park,28124
Minnesota Twins,1,10,6,6,180.0,"Day Game, on turf",Toronto Blue Jays,1,13,9,13, Rogers Centre,47444
Cleveland Indians,1,6,1,6,188.8,"Day Game, on grass",Texas Rangers,0,5,2,14, Globe Life Park in Arlington,35225
Oakland Athletics,0,9,7,6,188.8,"Day Game, on grass",St. Louis Cardinals,2,8,4,13, Busch Stadium III,42239
Atlanta Braves,0,6,4,6,200.79999999999998,"Day Game, on grass",San Francisco Giants,0,18,13,13, AT&T Park,41675
Philadelphia Phillies,1,8,5,6,192.8,"Day Game, on grass",New York Mets,0,7,1,13, Citi Field,32033
Pittsburgh Pirates,0,7,3,6,182.4,"Day Game, on grass",Milwaukee Brewers,0,5,1,13, Miller Park,37583
San Diego Padres,0,8,3,6,177.6,"Day Game, on grass",Miami Marlins,0,6,1,13, Marlins Park,19883
Chicago Cubs,2,4,0,6,192.8,"Day Game, on grass",Los Angeles Dodgers,0,4,1,13, Dodger Stadium,44745
Tampa Bay Rays,1,15,10,6,202.4,"Day Game, on grass",Houston Astros,2,7,4,13, Minute Maid Park,37484
Los Angeles Angels of Anaheim,0,11,5,6,194.39999999999998,"Day Game, on grass",Detroit Tigers,0,4,0,13, Comerica Park,28220
Seattle Mariners,0,7,1,6,168.0,"Day Game, on grass",Chicago White Sox,0,5,4,13, U.S. Cellular Field,25538
Kansas City Royals,1,10,10,6,220.0,"Night Game, on grass",Boston Red Sox,1,9,4,20, Fenway Park,37337
Cincinnati Reds,1,5,2,6,211.2,"Day Game, on grass",Arizona Diamondbacks,0,18,11,13, Chase Field,22624
Colorado Rockies,0,16,9,5,318.40000000000003,"Day Game, on grass",Washington Nationals,2,12,4,13, Nationals Park,27901
Minnesota Twins,1,11,7,5,189.6,"Day Game, on turf",Toronto Blue Jays,0,10,8,13, Rogers Centre,47485
Cleveland Indians,1,7,0,5,211.2,"Night Game, on grass",Texas Rangers,1,10,7,19, Globe Life Park in Arlington,44944
Oakland Athletics,1,4,3,5,203.2,"Night Game, on grass",St. Louis Cardinals,0,6,2,18, Busch Stadium III,41607
Atlanta Braves,0,7,3,5,174.39999999999998,"Night Game, on grass",San Francisco Giants,0,5,1,18, AT&T Park,41635
Philadelphia Phillies,0,3,1,5,191.2,"Night Game, on grass",New York Mets,0,13,12,19, Citi Field,35832
Baltimore Orioles,0,12,5,5,226.4,"Day Game, on grass",New York Yankees,0,18,13,13, Yankee Stadium III,38843
Pittsburgh Pirates,0,12,9,5,213.6,"Night Game, on grass",Milwaukee Brewers,1,11,6,18, Miller Park,35925
San Diego Padres,0,7,1,5,197.6,"Night Game, on grass",Miami Marlins,1,9,0,19, Marlins Park,20007
Chicago Cubs,0,8,2,5,192.8,"Day Game, on grass",Los Angeles Dodgers,1,6,3,13, Dodger Stadium,49522
Tampa Bay Rays,1,9,2,5,212.8,"Night Game, on grass",Houston Astros,2,12,6,18, Minute Maid Park,36544
Los Angeles Angels of Anaheim,0,8,3,5,207.2,"Night Game, on grass",Detroit Tigers,0,8,2,19, Comerica Park,33115
Seattle Mariners,0,7,3,5,201.6,"Night Game, on grass",Chicago White Sox,0,15,9,18, U.S. Cellular Field,27318
Kansas City Royals,1,6,3,5,184.79999999999998,"Night Game, on grass",Boston Red Sox,0,12,8,19, Fenway Park,37933
Cincinnati Reds,0,16,13,5,171.2,"Night Game, on grass",Arizona Diamondbacks,1,4,0,17, Chase Field,34395
Colorado Rockies,3,6,5,4,186.4,"Night Game, on grass",Washington Nationals,0,10,8,19, Nationals Park,33433
Minnesota Twins,2,9,8,4,197.6,"Night Game, on turf",Toronto Blue Jays,1,15,15,19, Rogers Centre,42534
Cleveland Indians,0,17,12,4,207.2,"Night Game, on grass",Texas Rangers,0,6,1,19, Globe Life Park in Arlington,31853
Oakland Athletics,0,5,1,4,161.6,"Night Game, on grass",St. Louis Cardinals,0,6,3,19, Busch Stadium III,40221
Atlanta Braves,3,7,0,4,201.6,"Night Game, on grass",San Francisco Giants,0,10,7,19, AT&T Park,41283
Philadelphia Phillies,0,7,4,4,209.6,"Night Game, on grass",New York Mets,0,11,9,19, Citi Field,31111
Baltimore Orioles,3,7,4,4,201.6,"Night Game, on grass",New York Yankees,1,18,14,19, Yankee Stadium III,38423
New York Mets,1,15,10,3,224.79999999999998,"Night Game, on grass",St. Louis Cardinals,2,11,6,18, Busch Stadium III,40023
Detroit Tigers,0,11,8,3,198.4,"Day Game, on grass",Minnesota Twins,1,9,5,12, Target Field,26437
Pittsburgh Pirates,0,7,3,3,212.0,"Night Game, on grass",Milwaukee Brewers,1,5,2,19, Miller Park,20296
Kansas City Royals,3,8,5,3,200.79999999999998,"Night Game, on grass",Miami Marlins,3,8,2,19, Marlins Park,19045
San Francisco Giants,0,8,4,3,183.2,"Night Game, on grass",Los Angeles Dodgers,1,1,0,19, Dodger Stadium,53297
Seattle Mariners,1,8,6,3,189.6,"Night Game, on grass",Chicago White Sox,1,11,7,19, U.S. Cellular Field,19072
Atlanta Braves,1,8,3,3,208.0,"Night Game, on grass",Arizona Diamondbacks,1,2,1,18, Chase Field,18698
Baltimore Orioles,0,12,10,2,224.79999999999998,"Night Game, on grass",Washington Nationals,2,15,8,19, Nationals Park,39100
Los Angeles Angels of Anaheim,0,17,8,2,213.6,"Night Game, on turf",Toronto Blue Jays,0,9,2,19, Rogers Centre,44404
Boston Red Sox,1,9,3,2,245.60000000000002,"Night Game, on turf",Tampa Bay Rays,0,12,4,19, Tropicana Field,11896
New York Mets,0,4,1,2,208.0,"Night Game, on grass",St. Louis Cardinals,1,19,8,19, Busch Stadium III,40053
New York Yankees,0,9,5,2,208.8,"Day Game, on grass",Seattle Mariners,0,8,0,12, Safeco Field,41536
Chicago Cubs,1,10,6,2,208.0,"Day Game, on grass",San Diego Padres,1,6,3,12, Petco Park,30033
Houston Astros,0,7,5,2,209.6,"Day Game, on grass",Pittsburgh Pirates,1,11,4,12, PNC Park,23717
Cleveland Indians,1,9,1,2,179.20000000000002,"Day Game, on grass",Oakland Athletics,0,10,5,12, Oakland-Alameda County Coliseum,12795
Detroit Tigers,1,14,9,2,186.4,"Night Game, on grass",Minnesota Twins,1,8,4,19, Target Field,24309
Colorado Rockies,0,6,1,2,181.6,"Day Game, on grass",Milwaukee Brewers,1,10,7,13, Miller Park,26702
Kansas City Royals,0,8,0,2,176.0,"Night Game, on grass",Miami Marlins,1,7,3,19, Marlins Park,17894
San Francisco Giants,0,6,0,2,195.20000000000002,"Night Game, on grass",Los Angeles Dodgers,0,5,1,19, Dodger Stadium,43957
Texas Rangers,1,7,6,2,190.4,"Night Game, on grass",Cincinnati Reds,1,4,5,19, Great American Ball Park,16100
Philadelphia Phillies,0,10,5,2,190.4,"Night Game, on grass",Chicago White Sox,0,7,3,19, U.S. Cellular Field,15630
Atlanta Braves,0,14,9,2,313.6,"Night Game, on grass",Arizona Diamondbacks,0,18,10,18, Chase Field,15376
Los Angeles Angels of Anaheim,0,8,2,1,180.79999999999998,"Night Game, on turf",Toronto Blue Jays,0,10,7,19, Rogers Centre,46696
Boston Red Sox,0,5,2,1,194.39999999999998,"Night Game, on turf",Tampa Bay Rays,1,6,1,19, Tropicana Field,11249
New York Mets,0,12,7,1,199.20000000000002,"Night Game, on grass",St. Louis Cardinals,0,9,4,19, Busch Stadium III,40082
New York Yankees,0,9,5,1,192.0,"Night Game, on grass",Seattle Mariners,2,4,1,19, Safeco Field,24628
Chicago Cubs,0,10,5,1,208.0,"Night Game, on grass",San Diego Padres,1,4,3,19, Petco Park,33614
Houston Astros,1,6,1,1,171.2,"Night Game, on grass",Pittsburgh Pirates,0,11,7,19, PNC Park,28760
Cleveland Indians,1,4,1,1,188.8,"Night Game, on grass",Oakland Athletics,0,13,9,19, Oakland-Alameda County Coliseum,13141
Detroit Tigers,0,14,8,1,192.0,"Night Game, on grass",Minnesota Twins,1,6,3,19, Target Field,24379
Colorado Rockies,0,11,4,1,226.4,"Night Game, on grass",Milwaukee Brewers,0,8,6,19, Miller Park,21460
Kansas City Royals,0,6,1,1,200.0,"Night Game, on grass",Miami Marlins,0,7,0,19, Marlins Park,18513
San Francisco Giants,0,9,5,1,237.6,"Night Game, on grass",Los Angeles Dodgers,0,14,9,19, Dodger Stadium,46899
Texas Rangers,0,5,0,1,182.4,"Night Game, on grass",Cincinnati Reds,0,6,3,19, Great American Ball Park,16668
Philadelphia Phillies,0,5,1,1,180.79999999999998,"Night Game, on grass",Chicago White Sox,0,11,9,19, U.S. Cellular Field,18843
Washington Nationals,1,10,1,1,199.20000000000002,"Night Game, on grass",Baltimore Orioles,0,13,8,19, Oriole Park at Camden Yards,26697
Atlanta Braves,0,12,7,1,216.8,"Night Game, on grass",Arizona Diamondbacks,2,5,4,18, Chase Field,18780
Boston Red Sox,0,9,6,0,200.79999999999998,"Night Game, on turf",Tampa Bay Rays,1,5,2,19, Tropicana Field,13576
New York Yankees,0,9,5,0,209.6,"Night Game, on grass",Seattle Mariners,0,10,7,19, Safeco Field,24384
Chicago Cubs,1,11,5,0,210.4,"Night Game, on grass",San Diego Padres,0,6,1,19, Petco Park,31707
Houston Astros,2,5,3,0,147.2,"Night Game, on grass",Pittsburgh Pirates,1,5,1,19, PNC Park,24017
Cleveland Indians,1,7,1,0,166.4,"Night Game, on grass",Oakland Athletics,0,4,0,19, Oakland-Alameda County Coliseum,10114
Colorado Rockies,2,7,2,0,206.4,"Night Game, on grass",Milwaukee Brewers,0,4,4,18, Miller Park,20458
Los Angeles Dodgers,1,21,18,0,243.2,"Day Game, on grass",Cincinnati Reds,0,14,9,12, Great American Ball Park,15690
Washington Nationals,0,5,3,0,169.6,"Night Game, on grass",Baltimore Orioles,0,5,4,19, Oriole Park at Camden Yards,31660
Atlanta Braves,0,12,8,0,208.8,"Night Game, on grass",Arizona Diamondbacks,0,16,9,18, Chase Field,15789
Texas Rangers,1,7,4,6,181.6,"Day Game, on turf",Tampa Bay Rays,0,8,8,13, Tropicana Field,17685
New York Mets,0,4,2,6,160.0,"Night Game, on grass",San Francisco Giants,0,3,0,17, AT&T Park,41377
Milwaukee Brewers,1,10,7,6,200.79999999999998,"Day Game, on grass",Seattle Mariners,0,11,6,13, Safeco Field,35833
Arizona Diamondbacks,0,5,1,6,168.0,"Day Game, on grass",San Diego Padres,1,11,9,13, Petco Park,28150
Miami Marlins,2,6,3,6,208.0,"Day Game, on grass",Pittsburgh Pirates,2,5,2,13, PNC Park,28616
St. Louis Cardinals,0,13,9,6,191.2,"Day Game, on grass",Philadelphia Phillies,0,9,0,13, Citizens Bank Park,20127
Boston Red Sox,0,7,5,6,194.39999999999998,"Day Game, on grass",Detroit Tigers,0,10,10,13, Comerica Park,31032
Chicago Cubs,4,7,4,6,180.0,"Day Game, on grass",Colorado Rockies,0,14,11,14, Coors Field,46206
Toronto Blue Jays,0,7,2,6,204.79999999999998,"Day Game, on grass",Cleveland Indians,0,9,3,13, Progressive Field,26696
Los Angeles Dodgers,0,8,4,6,208.0,"Day Game, on grass",Cincinnati Reds,0,9,0,13, Great American Ball Park,28752
Oakland Athletics,1,10,2,6,187.2,"Day Game, on grass",Chicago White Sox,0,11,4,13, U.S. Cellular Field,23030
Houston Astros,0,9,5,6,171.2,"Night Game, on grass",Baltimore Orioles,1,6,3,17, Oriole Park at Camden Yards,29734
Washington Nationals,5,8,6,6,237.6,"Day Game, on grass",Atlanta Braves,0,9,7,13, Turner Field,25341
New York Yankees,0,6,0,6,182.4,"Day Game, on grass",Los Angeles Angels of Anaheim,0,8,2,12, Angel Stadium of Anaheim,40309
Texas Rangers,0,9,2,5,209.6,"Night Game, on turf",Tampa Bay Rays,1,12,8,18, Tropicana Field,16505
New York Mets,0,13,9,5,213.6,"Day Game, on grass",San Francisco Giants,0,11,5,13, AT&T Park,41125
Milwaukee Brewers,1,7,2,5,204.79999999999998,"Night Game, on grass",Seattle Mariners,0,12,8,18, Safeco Field,29170
